"No.","Time","Source","Destination","Protocol","Length","Info"
"598","18.611548200","10.33.98.162","142.250.198.174","TLSv1.2","89","Application Data"
"599","18.638927300","142.250.198.174","10.33.98.162","TCP","60","443  >  53732 [ACK] Seq=297 Ack=36 Win=528 Len=0"
"600","18.638927300","142.250.198.174","10.33.98.162","TCP","60","443  >  53732 [ACK] Seq=297 Ack=71 Win=528 Len=0"
"601","18.886286200","10.33.98.162","204.80.128.1","TLSv1.2","99","Application Data"
"602","18.886382900","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"603","18.886401400","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"604","18.886418900","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"605","18.949161700","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=5526 Ack=24006 Win=519 Len=0"
"606","19.120583900","Cisco_f5:74:20","Broadcast","ARP","60","Gratuitous ARP for 10.33.93.234 (Reply)"
"607","19.613894100","10.33.98.162","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"608","19.613915600","10.33.98.162","204.80.128.1","TLSv1.2","281","Application Data"
"609","19.613977700","10.33.98.162","123.16.110.247","UDP","257","9993  >  63138 Len=215"
"610","19.614013300","10.33.98.162","123.16.110.247","UDP","257","30061  >  63138 Len=215"
"611","19.614033100","10.33.98.162","123.16.110.247","UDP","257","55933  >  63138 Len=215"
"612","19.666506200","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=5526 Ack=24233 Win=519 Len=0"
"613","19.755197700","10.33.98.162","20.195.84.7","TLSv1.2","85","Application Data"
"614","19.804811200","20.195.84.7","10.33.98.162","TCP","60","443  >  65255 [ACK] Seq=263 Ack=91 Win=9664 Len=0"
"615","19.881705100","10.33.98.162","204.80.128.1","TLSv1.2","99","Application Data"
"616","19.881794500","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"617","19.881812400","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"618","19.881830100","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"619","19.883351600","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"620","19.927321200","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=24278 Ack=5605 Win=255 Len=0"
"621","19.931019700","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=5605 Ack=24278 Win=519 Len=0"
"622","20.888694900","10.33.98.162","204.80.128.1","TLSv1.2","99","Application Data"
"623","20.888785600","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"624","20.888804400","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"625","20.888822100","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"626","20.940799700","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=5605 Ack=24323 Win=519 Len=0"
"627","21.748179800","0.0.0.0","255.255.255.255","DHCP","364","DHCP Request  - Transaction ID 0x5095e158"
"628","21.748966900","fe80::335b:ff99:bc5f:c321","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"629","21.749048500","10.33.98.162","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"630","21.753097100","Intel_f3:7b:86","Broadcast","ARP","42","Who has 10.33.0.1? Tell 10.33.98.162"
"631","21.764153300","fe80::335b:ff99:bc5f:c321","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"632","21.764349500","10.33.98.162","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"633","21.764933600","fe80::335b:ff99:bc5f:c321","ff02::1:3","LLMNR","95","Standard query 0xf718 ANY DESKTOP-9QTM77Q"
"634","21.765202600","10.33.98.162","224.0.0.252","LLMNR","75","Standard query 0xf718 ANY DESKTOP-9QTM77Q"
"635","21.822360200","192.0.2.1","10.33.98.162","DHCP","362","DHCP ACK      - Transaction ID 0x5095e158"
"636","21.822360200","Cisco_88:12:4f","Intel_f3:7b:86","ARP","60","10.33.0.1 is at 54:8a:ba:88:12:4f"
"637","21.822360200","Cisco_88:12:4f","Intel_f3:7b:86","ARP","60","10.33.0.1 is at 54:8a:ba:88:12:4f"
"638","21.822360200","204.80.128.1","10.33.98.162","TLSv1.2","203","Application Data"
"639","21.822667400","10.33.98.162","123.16.110.247","UDP","156","55933  >  63138 Len=114"
"640","21.822752000","10.33.98.162","35.208.142.93","UDP","101","9993  >  21049 Len=59"
"641","21.822872300","10.33.98.162","35.208.142.93","UDP","101","30061  >  21049 Len=59"
"642","21.822937300","10.33.98.162","35.208.142.93","UDP","101","55933  >  21049 Len=59"
"643","21.823030400","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"644","21.823046100","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"645","21.823061500","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"646","21.823082800","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"647","21.823094500","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"648","21.823107100","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"649","21.823125200","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"650","21.823137400","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"651","21.823150200","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"652","21.823168700","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"653","21.823190900","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"654","21.823223200","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"655","21.823254200","10.33.98.162","35.208.142.93","UDP","151","9993  >  21049 Len=109"
"656","21.823273100","10.33.98.162","35.208.142.93","UDP","151","30061  >  21049 Len=109"
"657","21.823292100","10.33.98.162","35.208.142.93","UDP","151","55933  >  21049 Len=109"
"658","21.823366300","10.33.98.162","103.195.103.66","UDP","151","9993  >  9993 Len=109"
"659","21.823405100","10.33.98.162","103.195.103.66","UDP","151","30061  >  9993 Len=109"
"660","21.823442600","10.33.98.162","103.195.103.66","UDP","151","55933  >  9993 Len=109"
"661","21.823491500","10.33.98.162","84.17.53.155","UDP","151","9993  >  9993 Len=109"
"662","21.823524000","10.33.98.162","84.17.53.155","UDP","151","30061  >  9993 Len=109"
"663","21.823558900","10.33.98.162","84.17.53.155","UDP","151","55933  >  9993 Len=109"
"664","21.823616500","10.33.98.162","185.152.67.145","UDP","151","9993  >  9993 Len=109"
"665","21.823649900","10.33.98.162","185.152.67.145","UDP","151","30061  >  9993 Len=109"
"666","21.823681200","10.33.98.162","185.152.67.145","UDP","151","55933  >  9993 Len=109"
"667","21.823712700","10.33.98.162","79.127.159.187","UDP","151","9993  >  9993 Len=109"
"668","21.823732400","10.33.98.162","79.127.159.187","UDP","151","30061  >  9993 Len=109"
"669","21.823751600","10.33.98.162","79.127.159.187","UDP","151","55933  >  9993 Len=109"
"670","21.823898700","10.33.98.162","79.127.159.187","UDP","75","9993  >  9993 Len=33"
"671","21.823925600","10.33.98.162","79.127.159.187","UDP","75","30061  >  9993 Len=33"
"672","21.823945100","10.33.98.162","79.127.159.187","UDP","75","55933  >  9993 Len=33"
"673","21.828557400","fe80::335b:ff99:bc5f:c321","ff02::1:2","DHCPv6","120","Information-request XID: 0xe41d8e CID: 000100012ea6f5d2a036bc32d83e "
"674","21.861355700","10.33.98.162","10.22.103.10","DNS","83","Standard query 0x9342 A www.msftconnecttest.com"
"675","21.861876900","10.33.98.162","10.22.103.10","DNS","83","Standard query 0x895f AAAA www.msftconnecttest.com"
"676","21.870316300","10.33.98.162","204.80.128.1","TCP","54","[TCP Previous segment not captured] 63539  >  443 [ACK] Seq=27799 Ack=5754 Win=254 Len=0"
"677","21.895321100","10.33.98.162","10.22.103.10","DNS","83","Standard query 0x895f AAAA www.msftconnecttest.com"
"678","21.895409000","10.33.98.162","10.22.103.10","DNS","83","Standard query 0x9342 A www.msftconnecttest.com"
"679","21.938779800","204.80.128.1","10.33.98.162","TLSv1.2","203","Application Data"
"680","21.938779800","204.80.128.1","10.33.98.162","TLSv1.2","203","Application Data"
"681","21.938857200","10.33.98.162","204.80.128.1","TLSv1.2","955","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"682","21.938994300","10.33.98.162","123.16.110.247","UDP","101","9993  >  63130 Len=59"
"683","21.939038700","10.33.98.162","123.16.110.247","UDP","101","30061  >  63130 Len=59"
"684","21.939073000","10.33.98.162","123.16.110.247","UDP","101","55933  >  63130 Len=59"
"685","21.939108400","10.33.98.162","123.16.110.247","UDP","101","9993  >  63137 Len=59"
"686","21.939129400","10.33.98.162","123.16.110.247","UDP","101","30061  >  63137 Len=59"
"687","21.939151600","10.33.98.162","123.16.110.247","UDP","101","55933  >  63137 Len=59"
"688","21.947134300","Intel_f3:7b:86","Broadcast","ARP","42","Who has 10.33.98.162? (ARP Probe)"
"689","21.947176600","10.33.98.162","224.0.0.22","IGMPv3","70","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"690","21.947310500","::","ff02::1:ff5f:c321","ICMPv6","78","Neighbor Solicitation for fe80::335b:ff99:bc5f:c321"
"691","21.947319600","::","ff02::1:ff00:5","ICMPv6","78","Neighbor Solicitation for 2405:4802:1beb:e6a0::5"
"692","21.947325700","::","ff02::1:ff00:5","ICMPv6","78","Neighbor Solicitation for fd00:db80::5"
"693","21.947348900","fe80::335b:ff99:bc5f:c321","ff02::2","ICMPv6","62","Router Solicitation"
"694","21.947364600","fe80::335b:ff99:bc5f:c321","ff02::16","ICMPv6","170","Multicast Listener Report Message v2"
"695","21.947389700","10.33.98.162","79.127.159.187","UDP","365","9993  >  9993 Len=323"
"696","21.947424300","10.33.98.162","79.127.159.187","UDP","365","30061  >  9993 Len=323"
"697","21.947441900","10.33.98.162","79.127.159.187","UDP","365","55933  >  9993 Len=323"
"698","21.947487300","10.33.98.162","35.208.142.93","UDP","365","9993  >  21049 Len=323"
"699","21.947500800","10.33.98.162","35.208.142.93","UDP","365","30061  >  21049 Len=323"
"700","21.947516000","10.33.98.162","35.208.142.93","UDP","365","55933  >  21049 Len=323"
"701","21.947559100","10.33.98.162","79.127.159.187","UDP","365","9993  >  9993 Len=323"
"702","21.947573000","10.33.98.162","79.127.159.187","UDP","365","30061  >  9993 Len=323"
"703","21.947586300","10.33.98.162","79.127.159.187","UDP","365","55933  >  9993 Len=323"
"704","21.947605600","10.33.98.162","204.80.128.1","TLSv1.2","1536","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"705","21.947635500","10.33.98.162","35.208.142.93","UDP","365","9993  >  21049 Len=323"
"706","21.947655100","10.33.98.162","35.208.142.93","UDP","365","30061  >  21049 Len=323"
"707","21.947671500","10.33.98.162","35.208.142.93","UDP","365","55933  >  21049 Len=323"
"708","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","799","Application Data, Application Data, Application Data, Application Data, Application Data"
"709","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","799","Application Data, Application Data, Application Data, Application Data, Application Data"
"710","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","1414","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"711","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","184","Application Data"
"712","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","1395","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"713","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","203","Application Data"
"714","21.957185800","204.80.128.1","10.33.98.162","TLSv1.2","650","Application Data, Application Data, Application Data, Application Data"
"715","21.957263900","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=30182 Ack=11118 Win=255 Len=0"
"716","21.957375400","10.33.98.162","123.16.110.247","UDP","101","9993  >  63130 Len=59"
"717","21.957394800","10.33.98.162","123.16.110.247","UDP","101","30061  >  63130 Len=59"
"718","21.957411100","10.33.98.162","123.16.110.247","UDP","101","55933  >  63130 Len=59"
"719","21.957429400","10.33.98.162","123.16.110.247","UDP","101","9993  >  63130 Len=59"
"720","21.957442400","10.33.98.162","123.16.110.247","UDP","101","30061  >  63130 Len=59"
"721","21.957455200","10.33.98.162","123.16.110.247","UDP","101","55933  >  63130 Len=59"
"722","21.957472700","10.33.98.162","123.16.110.247","UDP","101","9993  >  63130 Len=59"
"723","21.957483700","10.33.98.162","123.16.110.247","UDP","101","30061  >  63130 Len=59"
"724","21.957496800","10.33.98.162","123.16.110.247","UDP","101","55933  >  63130 Len=59"
"725","21.957514800","10.33.98.162","123.16.110.247","UDP","101","9993  >  63130 Len=59"
"726","21.957526500","10.33.98.162","123.16.110.247","UDP","101","30061  >  63130 Len=59"
"727","21.957539200","10.33.98.162","123.16.110.247","UDP","101","55933  >  63130 Len=59"
"728","21.957557200","10.33.98.162","123.16.110.247","UDP","101","9993  >  63130 Len=59"
"729","21.957568100","10.33.98.162","123.16.110.247","UDP","101","30061  >  63130 Len=59"
"730","21.957585800","10.33.98.162","123.16.110.247","UDP","101","55933  >  63130 Len=59"
"731","21.957628200","10.33.98.162","123.16.110.247","UDP","101","9993  >  9993 Len=59"
"732","21.957652700","10.33.98.162","123.16.110.247","UDP","101","30061  >  9993 Len=59"
"733","21.957677000","10.33.98.162","123.16.110.247","UDP","101","55933  >  9993 Len=59"
"734","21.957695400","10.33.98.162","123.16.110.247","UDP","101","9993  >  9993 Len=59"
"735","21.957707600","10.33.98.162","123.16.110.247","UDP","101","30061  >  9993 Len=59"
"736","21.957724400","10.33.98.162","123.16.110.247","UDP","101","55933  >  9993 Len=59"
"737","21.957743400","10.33.98.162","123.16.110.247","UDP","101","9993  >  9993 Len=59"
"738","21.957755100","10.33.98.162","123.16.110.247","UDP","101","30061  >  9993 Len=59"
"739","21.957769600","10.33.98.162","123.16.110.247","UDP","101","55933  >  9993 Len=59"
"740","21.957787200","10.33.98.162","123.16.110.247","UDP","101","9993  >  9993 Len=59"
"741","21.957800200","10.33.98.162","123.16.110.247","UDP","101","30061  >  9993 Len=59"
"742","21.957814200","10.33.98.162","123.16.110.247","UDP","101","55933  >  9993 Len=59"
"743","21.957833000","10.33.98.162","123.16.110.247","UDP","101","9993  >  9993 Len=59"
"744","21.957847200","10.33.98.162","123.16.110.247","UDP","101","30061  >  9993 Len=59"
"745","21.957861800","10.33.98.162","123.16.110.247","UDP","101","55933  >  9993 Len=59"
"746","21.957892900","10.33.98.162","123.16.110.247","UDP","101","9993  >  50643 Len=59"
"747","21.957918100","10.33.98.162","123.16.110.247","UDP","101","30061  >  50643 Len=59"
"748","21.957942300","10.33.98.162","123.16.110.247","UDP","101","55933  >  50643 Len=59"
"749","21.957960000","10.33.98.162","123.16.110.247","UDP","101","9993  >  50643 Len=59"
"750","21.957972300","10.33.98.162","123.16.110.247","UDP","101","30061  >  50643 Len=59"
"751","21.957985900","10.33.98.162","123.16.110.247","UDP","101","55933  >  50643 Len=59"
"752","21.958003200","10.33.98.162","123.16.110.247","UDP","101","9993  >  50643 Len=59"
"753","21.958015400","10.33.98.162","123.16.110.247","UDP","101","30061  >  50643 Len=59"
"754","21.958028700","10.33.98.162","123.16.110.247","UDP","101","55933  >  50643 Len=59"
"755","21.958047200","10.33.98.162","123.16.110.247","UDP","101","9993  >  50643 Len=59"
"756","21.958060800","10.33.98.162","123.16.110.247","UDP","101","30061  >  50643 Len=59"
"757","21.958074400","10.33.98.162","123.16.110.247","UDP","101","55933  >  50643 Len=59"
"758","21.958093600","10.33.98.162","123.16.110.247","UDP","101","9993  >  50643 Len=59"
"759","21.958106000","10.33.98.162","123.16.110.247","UDP","101","30061  >  50643 Len=59"
"760","21.958118800","10.33.98.162","123.16.110.247","UDP","101","55933  >  50643 Len=59"
"761","21.958139600","10.33.98.162","123.16.110.247","UDP","101","9993  >  63138 Len=59"
"762","21.958153300","10.33.98.162","123.16.110.247","UDP","101","30061  >  63138 Len=59"
"763","21.958169600","10.33.98.162","123.16.110.247","UDP","101","55933  >  63138 Len=59"
"764","21.958188000","10.33.98.162","123.16.110.247","UDP","101","9993  >  63138 Len=59"
"765","21.958199900","10.33.98.162","123.16.110.247","UDP","101","30061  >  63138 Len=59"
"766","21.958213700","10.33.98.162","123.16.110.247","UDP","101","55933  >  63138 Len=59"
"767","21.958237900","10.33.98.162","123.16.110.247","UDP","101","9993  >  63138 Len=59"
"768","21.958249900","10.33.98.162","123.16.110.247","UDP","101","30061  >  63138 Len=59"
"769","21.958263000","10.33.98.162","123.16.110.247","UDP","101","55933  >  63138 Len=59"
"770","21.958281700","10.33.98.162","123.16.110.247","UDP","101","9993  >  63138 Len=59"
"771","21.958293300","10.33.98.162","123.16.110.247","UDP","101","30061  >  63138 Len=59"
"772","21.958307500","10.33.98.162","123.16.110.247","UDP","101","55933  >  63138 Len=59"
"773","21.958327900","10.33.98.162","204.80.128.1","TLSv1.2","1474","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"774","21.958349500","10.33.98.162","123.16.110.247","UDP","101","9993  >  63138 Len=59"
"775","21.958361900","10.33.98.162","123.16.110.247","UDP","101","30061  >  63138 Len=59"
"776","21.958376100","10.33.98.162","123.16.110.247","UDP","101","55933  >  63138 Len=59"
"777","21.958407700","10.33.98.162","123.16.110.247","UDP","101","9993  >  33766 Len=59"
"778","21.958430600","10.33.98.162","123.16.110.247","UDP","101","30061  >  33766 Len=59"
"779","21.958454300","10.33.98.162","123.16.110.247","UDP","101","55933  >  33766 Len=59"
"780","21.958473200","10.33.98.162","123.16.110.247","UDP","101","9993  >  33766 Len=59"
"781","21.958485100","10.33.98.162","123.16.110.247","UDP","101","30061  >  33766 Len=59"
"782","21.958497700","10.33.98.162","123.16.110.247","UDP","101","55933  >  33766 Len=59"
"783","21.958518200","10.33.98.162","123.16.110.247","UDP","101","9993  >  63137 Len=59"
"784","21.958532500","10.33.98.162","123.16.110.247","UDP","101","30061  >  63137 Len=59"
"785","21.958547500","10.33.98.162","123.16.110.247","UDP","101","55933  >  63137 Len=59"
"786","21.958564100","10.33.98.162","123.16.110.247","UDP","101","9993  >  63137 Len=59"
"787","21.958574200","10.33.98.162","123.16.110.247","UDP","101","30061  >  63137 Len=59"
"788","21.958585900","10.33.98.162","123.16.110.247","UDP","101","55933  >  63137 Len=59"
"789","21.958601200","10.33.98.162","123.16.110.247","UDP","101","9993  >  63137 Len=59"
"790","21.958610900","10.33.98.162","123.16.110.247","UDP","101","30061  >  63137 Len=59"
"791","21.958624200","10.33.98.162","123.16.110.247","UDP","101","55933  >  63137 Len=59"
"792","21.958639600","10.33.98.162","123.16.110.247","UDP","101","9993  >  63137 Len=59"
"793","21.958649600","10.33.98.162","123.16.110.247","UDP","101","30061  >  63137 Len=59"
"794","21.958662200","10.33.98.162","123.16.110.247","UDP","101","55933  >  63137 Len=59"
"795","21.958678800","10.33.98.162","123.16.110.247","UDP","101","9993  >  33766 Len=59"
"796","21.958689500","10.33.98.162","123.16.110.247","UDP","101","30061  >  33766 Len=59"
"797","21.958701500","10.33.98.162","123.16.110.247","UDP","101","55933  >  33766 Len=59"
"798","21.958717800","10.33.98.162","123.16.110.247","UDP","101","9993  >  33766 Len=59"
"799","21.958728500","10.33.98.162","123.16.110.247","UDP","101","30061  >  33766 Len=59"
"800","21.958741800","10.33.98.162","123.16.110.247","UDP","101","55933  >  33766 Len=59"
"801","21.958759700","10.33.98.162","123.16.110.247","UDP","101","9993  >  33766 Len=59"
"802","21.958773200","10.33.98.162","123.16.110.247","UDP","101","30061  >  33766 Len=59"
"803","21.958787100","10.33.98.162","123.16.110.247","UDP","101","55933  >  33766 Len=59"
"804","21.958806200","10.33.98.162","123.16.110.247","UDP","101","9993  >  9993 Len=59"
"805","21.958818900","10.33.98.162","123.16.110.247","UDP","101","30061  >  9993 Len=59"
"806","21.958832900","10.33.98.162","123.16.110.247","UDP","101","55933  >  9993 Len=59"
"807","21.958851900","10.33.98.162","123.16.110.247","UDP","101","9993  >  50643 Len=59"
"808","21.958864200","10.33.98.162","123.16.110.247","UDP","101","30061  >  50643 Len=59"
"809","21.958878800","10.33.98.162","123.16.110.247","UDP","101","55933  >  50643 Len=59"
"810","21.958904400","10.33.98.162","123.16.110.247","UDP","101","9993  >  63138 Len=59"
"811","21.958918100","10.33.98.162","123.16.110.247","UDP","101","30061  >  63138 Len=59"
"812","21.958933600","10.33.98.162","123.16.110.247","UDP","101","55933  >  63138 Len=59"
"813","21.958952800","10.33.98.162","123.16.110.247","UDP","101","9993  >  63137 Len=59"
"814","21.958966100","10.33.98.162","123.16.110.247","UDP","101","30061  >  63137 Len=59"
"815","21.958980600","10.33.98.162","123.16.110.247","UDP","101","55933  >  63137 Len=59"
"816","21.959002300","10.33.98.162","123.16.110.247","UDP","101","9993  >  33766 Len=59"
"817","21.959014500","10.33.98.162","123.16.110.247","UDP","101","30061  >  33766 Len=59"
"818","21.959027100","10.33.98.162","123.16.110.247","UDP","101","55933  >  33766 Len=59"
"819","22.020218300","10.22.103.10","10.33.98.162","DNS","193","Standard query response 0x9342 A www.msftconnecttest.com CNAME www.msftconnecttest.com.edgesuite.net CNAME a39.d.akamai.net A 118.69.16.25 A 118.69.16.33"
"820","22.020218300","10.22.103.10","10.33.98.162","DNS","213","Standard query response 0x895f AAAA www.msftconnecttest.com SOA fake-for-negative-caching.adguard.com"
"821","22.020218300","10.22.103.10","10.33.98.162","DNS","193","Standard query response 0x9342 A www.msftconnecttest.com CNAME www.msftconnecttest.com.edgesuite.net CNAME a39.d.akamai.net A 118.69.16.25 A 118.69.16.33"
"822","22.020218300","10.22.103.10","10.33.98.162","DNS","213","Standard query response 0x895f AAAA www.msftconnecttest.com SOA fake-for-negative-caching.adguard.com"
"823","22.020900000","10.33.98.162","118.69.16.25","TCP","66","51565  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"824","22.023251100","204.80.128.1","10.33.98.162","TCP","66","[TCP Dup ACK 626#1] 443  >  63539 [ACK] Seq=11118 Ack=24323 Win=519 Len=0 SLE=27799 SRE=28700"
"825","22.023251100","204.80.128.1","10.33.98.162","TCP","66","[TCP Dup ACK 626#2] 443  >  63539 [ACK] Seq=11118 Ack=24323 Win=519 Len=0 SLE=27799 SRE=30060"
"826","22.023251100","204.80.128.1","10.33.98.162","TCP","66","[TCP Dup ACK 626#3] 443  >  63539 [ACK] Seq=11118 Ack=24323 Win=519 Len=0 SLE=27799 SRE=30182"
"827","22.023251100","204.80.128.1","10.33.98.162","TCP","66","[TCP Dup ACK 626#4] 443  >  63539 [ACK] Seq=11118 Ack=24323 Win=519 Len=0 SLE=27799 SRE=31542"
"828","22.023251100","204.80.128.1","10.33.98.162","TCP","66","[TCP Dup ACK 626#5] 443  >  63539 [ACK] Seq=11118 Ack=24323 Win=519 Len=0 SLE=27799 SRE=31602"
"829","22.023291500","10.33.98.162","204.80.128.1","TCP","1414","[TCP Fast Retransmission] 63539  >  443 [PSH, ACK] Seq=24323 Ack=11118 Win=255 Len=1360"
"830","22.023308000","10.33.98.162","204.80.128.1","TCP","1414","[TCP Fast Retransmission] 63539  >  443 [PSH, ACK] Seq=25683 Ack=11118 Win=255 Len=1360"
"831","22.023308000","10.33.98.162","204.80.128.1","TCP","810","[TCP Fast Retransmission] 63539  >  443 [PSH, ACK] Seq=27043 Ack=11118 Win=255 Len=756"
"832","22.023333100","10.33.98.162","204.80.128.1","TLSv1.2","1048","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"833","22.030185500","118.69.16.25","10.33.98.162","TCP","66","80  >  51565 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1360 SACK_PERM WS=128"
"834","22.030264800","10.33.98.162","118.69.16.25","TCP","54","51565  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"835","22.030429200","10.33.98.162","118.69.16.25","HTTP","208","GET /connecttest.txt HTTP/1.1 "
"836","22.056951500","10.33.98.162","4.213.25.242","TLSv1.2","153","Application Data"
"837","22.061977200","118.69.16.25","10.33.98.162","HTTP","241","HTTP/1.1 200 OK  (text/plain)"
"838","22.061977200","118.69.16.25","10.33.98.162","TCP","60","80  >  51565 [FIN, ACK] Seq=188 Ack=155 Win=65152 Len=0"
"839","22.062045600","10.33.98.162","118.69.16.25","TCP","54","51565  >  80 [ACK] Seq=155 Ack=189 Win=65280 Len=0"
"840","22.062107500","10.33.98.162","118.69.16.25","TCP","54","51565  >  80 [FIN, ACK] Seq=155 Ack=189 Win=65280 Len=0"
"841","22.086010900","204.80.128.1","10.33.98.162","TCP","66","443  >  63539 [ACK] Seq=11118 Ack=25683 Win=518 Len=0 SLE=27799 SRE=31602"
"842","22.086010900","204.80.128.1","10.33.98.162","TCP","66","443  >  63539 [ACK] Seq=11118 Ack=27043 Win=517 Len=0 SLE=27799 SRE=31602"
"843","22.086010900","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=11118 Ack=31602 Win=513 Len=0"
"844","22.086010900","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=11118 Ack=32596 Win=519 Len=0"
"845","22.089547500","118.69.16.25","10.33.98.162","TCP","60","80  >  51565 [ACK] Seq=189 Ack=156 Win=65152 Len=0"
"846","22.159900800","4.213.25.242","10.33.98.162","TLSv1.2","223","Application Data"
"847","22.184474500","fe80::335b:ff99:bc5f:c321","ff02::1:3","LLMNR","95","Standard query 0xf718 ANY DESKTOP-9QTM77Q"
"848","22.184585600","10.33.98.162","224.0.0.252","LLMNR","75","Standard query 0xf718 ANY DESKTOP-9QTM77Q"
"849","22.184961800","10.33.98.162","204.80.128.1","TLSv1.2","389","Application Data"
"850","22.185038100","10.33.98.162","79.127.159.187","UDP","365","9993  >  9993 Len=323"
"851","22.185086500","10.33.98.162","79.127.159.187","UDP","365","30061  >  9993 Len=323"
"852","22.185103700","10.33.98.162","79.127.159.187","UDP","365","55933  >  9993 Len=323"
"853","22.185129000","10.33.98.162","35.208.142.93","UDP","365","9993  >  21049 Len=323"
"854","22.185145700","10.33.98.162","35.208.142.93","UDP","365","30061  >  21049 Len=323"
"855","22.185158700","10.33.98.162","35.208.142.93","UDP","365","55933  >  21049 Len=323"
"856","22.185208000","10.33.98.162","123.16.110.247","UDP","156","9993  >  63138 Len=114"
"857","22.185221700","10.33.98.162","123.16.110.247","UDP","156","30061  >  63138 Len=114"
"858","22.185236500","10.33.98.162","123.16.110.247","UDP","156","55933  >  63138 Len=114"
"859","22.200202300","10.33.98.162","4.213.25.242","TCP","54","49425  >  443 [ACK] Seq=100 Ack=170 Win=254 Len=0"
"860","22.246432700","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=11118 Ack=32931 Win=519 Len=0"
"861","22.246481700","10.33.98.162","204.80.128.1","TLSv1.2","515","Application Data, Application Data"
"862","22.305568700","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"863","22.312375000","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=11197 Ack=33392 Win=520 Len=0"
